Age,Gender,ImpComercial,ImpSomeonesHouse,ImpWhenCook,Cluster
35,1,5,3,4,0
28,1,4,4,3,0
21,1,5,3,5,0
20,1,5,4,4,0
37,1,5,3,4,0
25,0,5,5,5,1
66,0,5,5,5,1
31,1,2,2,4,2
21,1,5,4,4,0
29,1,4,3,4,2
27,1,5,4,4,0
14,1,2,3,5,2
25,1,5,4,4,0
21,1,5,5,5,4
37,1,5,4,5,4
31,1,5,3,4,0
30,0,5,5,5,1
26,1,5,4,5,4
27,1,4,4,4,0
31,1,4,4,5,4
39,1,4,4,4,3
17,1,5,4,5,4
37,1,4,3,4,2
17,1,4,3,4,2
26,1,4,4,4,0
21,1,5,4,3,0
29,1,5,4,4,0
17,1,5,5,4,4
27,1,4,3,5,2
24,1,5,4,3,0
27,1,5,4,5,4
28,1,5,4,3,0
22,1,4,4,4,0
26,1,5,4,4,0
29,1,5,4,5,4
24,1,5,3,5,0
33,1,5,4,4,0
26,1,5,4,4,0
35,1,5,4,5,4
36,1,5,5,5,4
17,1,5,4,4,0
35,1,4,3,4,2
23,0,5,4,4,1
29,1,5,5,4,4
23,1,5,4,5,4
36,1,5,5,5,4
20,1,5,4,4,0
23,0,5,4,5,1
13,1,5,5,4,4
30,1,5,3,5,0
39,1,5,4,5,3
23,1,5,3,3,0
38,1,5,5,5,4
35,1,5,5,5,4
20,1,4,4,5,4
29,1,5,5,5,4
22,1,4,4,5,4
24,1,5,5,5,4
24,1,5,4,4,0
24,1,4,3,4,2
27,1,5,4,4,0
31,1,5,4,4,0
25,1,4,4,5,4
37,1,4,4,4,3
39,1,5,4,4,3
23,1,4,4,4,0
21,1,5,4,5,4
40,1,5,4,4,3
25,1,4,5,5,4
25,1,5,5,5,4
20,1,5,4,5,4
24,1,3,3,3,2
58,0,5,5,5,1
59,0,3,3,4,1
36,1,5,4,4,0
22,1,5,4,5,4
44,1,5,4,4,3
29,1,5,4,4,0
24,1,3,3,5,2
24,1,4,4,5,4
19,1,5,5,4,4
24,1,4,3,4,2
26,1,5,4,4,0
23,1,5,4,3,0
38,1,5,3,4,0
37,1,5,5,5,4
38,1,5,3,4,0
39,1,4,4,5,3
31,1,5,5,4,4
20,1,5,5,5,4
39,1,5,3,3,0
30,1,5,4,4,0
37,1,4,4,4,3
29,1,5,4,4,0
47,1,5,4,5,3
25,1,5,4,5,4
15,1,5,2,4,0
26,1,1,1,2,2
25,1,5,4,5,4
22,1,1,3,3,2
21,1,5,3,4,0
21,1,5,4,4,0
24,0,4,4,4,1
19,1,5,4,4,0
37,1,5,5,5,4
26,1,5,5,4,4
23,1,4,4,3,0
23,1,5,5,5,4
30,1,5,5,4,4
26,1,5,4,4,0
31,1,1,2,4,2
24,1,5,5,5,4
30,0,4,3,4,1
37,1,5,5,5,4
23,1,4,2,3,2
27,1,5,4,4,0
34,1,5,5,5,4
28,1,5,3,4,0
26,1,5,5,3,0
33,1,5,5,5,4
23,1,5,4,5,4
33,1,4,4,5,4
20,1,4,4,5,4
23,1,4,2,5,2
22,1,4,2,3,2
18,1,5,4,4,0
22,1,4,3,3,2
40,1,4,3,4,2
35,1,5,5,5,4
23,0,5,4,5,1
21,1,5,4,5,4
16,1,5,5,5,4
30,1,5,5,4,4
25,1,5,4,4,0
20,1,5,5,5,4
27,1,4,5,5,4
37,1,5,5,5,4
22,1,4,5,5,4
27,1,5,5,4,4
20,1,5,4,5,4
23,1,5,4,5,4
22,1,5,4,4,0
28,1,4,3,3,2
30,1,5,5,4,4
15,1,4,4,3,0
30,1,5,4,5,4
44,1,5,4,3,3
17,1,5,4,4,0
20,0,5,5,5,1
26,1,5,4,5,4
24,1,5,5,4,4
26,1,5,4,4,0
26,1,5,4,4,0
31,1,5,2,4,0
29,1,5,5,5,4
37,1,5,5,5,4
30,1,5,4,4,0
32,1,5,4,3,0
21,1,3,4,5,2
33,1,5,4,5,4
26,0,5,4,4,1
35,1,5,5,5,4
23,1,5,5,5,4
27,1,5,4,4,0
31,1,5,4,4,0
21,1,5,5,4,4
47,1,5,3,4,3
18,1,5,4,5,4
24,0,5,4,4,1
20,1,5,4,3,0
19,1,5,3,4,0
29,0,5,4,4,1
23,1,5,4,5,4
33,1,5,4,5,4
25,1,3,3,5,2
47,1,4,3,4,3
46,1,4,3,5,3
58,1,5,5,5,3
24,1,4,4,4,0
29,1,5,5,5,4
26,1,5,5,5,4
27,1,3,3,4,2
28,1,5,5,5,4
29,1,5,4,4,0
25,1,5,4,4,0
21,1,5,4,4,0
37,1,4,4,5,3
24,1,5,5,4,4
32,1,5,4,3,0
23,0,5,4,4,1
24,1,5,5,4,4
17,1,4,3,3,2
27,1,5,3,5,0
38,1,5,4,5,3
35,1,4,4,5,4
29,1,5,4,4,0
27,1,5,4,4,0
29,1,5,4,4,0
51,1,5,5,4,3
34,1,4,4,4,0
33,1,5,5,5,4
26,1,4,3,4,2
25,1,5,4,4,0
26,0,5,5,5,1
38,0,5,5,5,1
27,0,5,4,4,1
35,1,4,4,4,0
26,1,5,4,4,0
26,1,4,3,4,2
25,0,5,5,5,1
49,1,4,3,5,3
18,1,5,5,4,4
40,1,5,4,4,3
38,1,5,5,5,4
20,1,3,2,4,2
27,1,5,5,4,4
30,1,5,5,5,4
27,1,5,4,4,0
30,1,5,5,5,4
16,0,5,5,5,1
37,1,5,4,4,0
14,1,5,3,4,0
31,1,5,3,4,0
35,1,5,4,3,0
21,1,5,5,5,4
35,1,4,3,3,2
31,1,5,5,5,4
41,1,4,4,4,3
25,1,5,5,5,4
55,1,5,4,4,3
35,1,3,2,3,2
27,1,4,1,4,2
21,1,5,4,3,0
25,1,4,3,4,2
28,0,5,4,4,1
38,1,5,4,3,0
20,1,5,4,4,0
24,1,4,3,4,2
39,1,5,5,5,4
23,1,5,5,5,4
24,1,5,4,4,0
30,1,5,4,4,0
23,1,5,5,5,4
30,1,4,3,4,2
35,1,4,3,4,2
31,0,4,4,5,1
21,1,5,5,4,4
42,1,5,5,5,3
24,1,5,2,5,0
25,1,5,3,3,0
25,1,5,4,4,0
18,1,3,4,5,2
32,1,5,4,4,0
38,1,5,4,5,3
24,1,5,3,4,0
33,1,5,4,4,0
29,1,5,4,3,0
33,1,5,3,4,0
34,1,5,5,5,4
24,1,5,5,4,4
25,1,5,5,5,4
54,0,5,4,5,1
23,0,5,4,4,1
31,1,5,5,5,4
27,1,3,5,3,2
40,1,5,5,5,4
34,1,5,4,4,0
14,1,5,4,5,4
23,1,5,5,3,0
22,1,5,4,4,0
22,1,5,4,4,0
41,1,5,5,5,3
19,1,4,1,2,2
28,1,5,5,5,4
15,0,5,5,5,1
57,1,5,4,4,3
31,1,5,5,5,4
48,1,5,4,4,3
21,1,5,4,4,0
23,1,5,4,4,0
20,1,5,4,4,0
30,1,5,4,4,0
29,1,5,5,5,4
53,1,5,5,5,3
37,1,3,4,5,2
21,1,5,5,4,4
19,1,5,5,5,4
34,1,5,5,4,4
20,1,5,4,4,0
27,1,5,4,4,0
23,1,3,3,4,2
17,1,5,3,3,0
24,0,5,4,4,1
37,1,5,4,5,4
26,1,4,4,4,0
20,1,5,5,5,4
24,1,4,3,3,2
22,0,5,4,4,1
32,1,5,5,5,4
21,1,5,3,2,0
47,1,5,4,4,3
21,1,5,4,3,0
38,1,5,4,5,3
34,1,5,5,5,4
21,1,5,5,4,4
19,1,5,4,5,4
21,1,5,3,4,0
20,1,5,4,5,4
23,1,5,5,5,4
22,1,4,3,3,2
26,1,4,4,5,4
20,1,5,4,3,0
22,1,5,5,4,4
35,1,5,3,4,0
24,1,4,2,4,2
32,0,5,3,4,1
28,1,3,2,4,2
15,1,4,4,4,0
68,1,5,4,5,3
30,1,5,3,5,0
35,1,5,4,4,0
23,1,5,4,3,0
34,1,5,3,4,0
27,1,5,5,5,4
35,1,4,4,4,0
51,1,5,5,5,3
28,1,5,4,4,0
23,1,5,4,4,0
18,0,5,4,4,1
16,1,5,5,5,4
42,1,5,4,4,3
26,1,5,4,3,0
24,0,4,2,5,1
40,1,5,4,5,3
23,1,4,4,4,0
23,1,5,5,5,4
25,1,5,4,4,0
29,1,5,4,4,0
27,1,5,3,3,0
20,1,5,4,5,4
57,1,5,4,5,3
32,1,5,3,4,0
26,1,4,3,3,2
26,1,5,5,5,4
31,1,4,4,4,0
35,1,3,3,3,2
39,1,5,5,5,4
28,1,4,3,2,2
23,1,5,2,4,0
18,1,5,3,5,0
28,0,5,4,5,1
16,1,1,4,4,2
23,1,5,4,4,0
19,1,5,4,5,4
24,1,5,4,3,0
35,1,5,5,5,4
44,1,5,3,3,0
17,1,5,3,4,0
34,1,5,3,4,0
29,1,5,4,5,4
17,1,5,5,5,4
28,1,5,4,5,4
24,1,5,3,4,0
25,1,5,4,4,0
39,1,5,4,4,3
30,1,5,3,4,0
20,1,5,4,4,0
27,1,5,4,3,0
24,1,4,4,4,0
45,1,5,4,4,3
36,1,4,4,4,0
54,0,5,5,5,1
27,1,3,2,2,2
38,1,4,3,5,3
20,1,5,3,3,0
42,1,4,3,4,2
22,1,5,5,5,4
33,1,5,5,5,4
50,1,5,5,5,3
22,1,3,2,3,2
17,1,5,5,5,4
35,1,5,5,4,4
23,1,5,3,4,0
19,1,5,4,5,4
30,1,5,4,4,0
15,0,5,2,3,1
22,1,5,4,4,0
38,1,5,4,4,3
37,1,5,4,4,0
25,0,4,3,3,1
39,0,5,5,5,1
28,1,5,5,4,4
29,1,5,5,5,4
38,1,5,5,5,4
22,1,5,5,5,4
14,1,1,1,4,2
22,1,5,4,4,0
37,1,5,5,5,4
59,1,5,4,5,3
27,1,5,4,5,4
19,1,5,4,5,4
28,1,4,4,4,0
32,1,5,5,5,4
28,1,5,4,3,0
39,0,5,4,4,1
22,0,5,5,4,1
22,1,5,4,3,0
25,1,5,5,4,4
18,1,5,5,4,4
27,0,5,5,5,1
39,1,5,5,5,4
24,1,3,3,2,2
40,0,5,5,5,1
24,1,5,4,4,0
71,1,4,4,5,3
21,1,5,3,3,0
32,1,5,4,4,0
29,1,5,5,5,4
15,1,5,4,5,4
37,1,1,1,5,2
22,1,5,5,4,4
42,1,5,5,4,3
28,1,5,2,4,0
14,1,5,5,5,4
30,1,5,3,3,0
24,1,5,5,5,4
15,1,3,2,3,2
21,1,5,5,4,4
25,1,5,5,5,4
30,0,5,5,5,1
30,1,5,5,5,4
27,1,3,3,4,2
25,1,4,4,5,4
28,1,5,3,4,0
24,1,5,4,5,4
33,1,4,3,3,2
63,0,5,4,4,1
25,1,5,4,4,0
52,0,5,4,5,1
23,0,4,4,4,1
26,1,4,4,4,0
20,1,5,5,4,4
37,1,5,5,4,4
29,1,5,4,5,4
13,1,4,3,4,2
34,1,5,5,5,4
25,1,5,4,4,0
23,1,5,5,4,4
25,0,5,4,5,1
27,1,3,4,4,2
32,1,5,4,5,4
23,1,5,4,5,4
29,1,5,5,5,4
24,0,5,3,4,1
45,0,5,4,5,1
24,1,5,5,5,4
33,1,5,4,5,4
28,1,5,4,5,4
29,1,5,3,4,0
48,1,5,4,4,3
31,1,5,3,3,0
56,1,5,4,4,3
24,1,5,2,4,0
16,1,5,5,5,4
36,1,5,5,5,4
40,1,5,4,5,3
17,1,3,1,2,2
17,1,4,3,2,2
25,0,4,4,4,1
20,1,5,3,3,0
25,1,5,3,4,0
23,1,4,3,2,2
25,1,5,5,5,4
42,1,4,4,5,3
20,1,5,5,5,4
39,1,3,2,3,2
22,0,5,4,4,1
27,1,4,4,4,0
24,1,5,4,4,0
23,1,5,4,5,4
29,1,5,4,5,4
28,1,5,4,4,0
45,1,5,4,5,3
32,0,5,5,5,1
17,1,5,4,4,0
49,1,5,5,4,3
31,1,5,4,4,0
54,1,5,4,4,3
33,1,5,4,4,0
27,1,5,3,4,0
21,1,4,4,5,4
36,1,5,4,5,4
17,1,4,3,4,2
34,1,5,5,5,4
28,1,5,4,5,4
17,1,5,5,4,4
23,1,4,3,5,2
37,1,5,4,3,0
30,1,4,3,4,2
23,1,5,3,4,0
26,0,5,3,5,1
32,1,5,4,5,4
48,1,5,4,4,3
35,1,5,3,4,0
23,1,4,3,3,2
60,1,5,4,5,3
41,1,5,4,5,3
34,1,5,5,4,4
28,1,5,4,5,4
30,0,5,2,4,1
37,1,5,4,5,4
24,1,5,5,5,4
27,1,5,4,4,0
59,1,5,4,5,3
28,1,2,1,3,2
27,1,5,5,5,4
25,1,5,4,4,0
62,0,5,5,5,1
17,1,5,3,4,0
30,1,5,4,4,0
40,1,5,5,5,4
38,0,5,5,5,1
24,1,5,4,3,0
33,1,5,4,4,0
37,1,4,3,4,2
52,1,5,3,4,3
20,1,5,5,5,4
30,0,5,2,3,1
38,1,5,3,4,0
37,1,5,4,4,0
27,0,5,5,4,1
32,1,5,4,4,0
19,1,5,4,3,0
18,1,4,3,3,2
15,1,4,1,2,2
73,0,5,5,5,3
25,1,5,4,4,0
27,1,1,1,3,2
22,1,5,3,4,0
46,1,5,3,4,3
16,1,5,5,5,4
21,1,4,4,4,0
28,1,3,3,4,2
40,1,5,4,5,3
22,1,5,5,5,4
33,1,4,4,3,0
25,1,5,3,5,0
25,1,5,5,5,4
22,1,5,4,4,0
23,1,4,3,5,2
23,1,5,5,5,4
22,1,4,3,4,2
25,1,5,4,4,0
34,1,5,4,5,4
24,1,5,5,5,4
29,1,3,3,4,2
28,1,5,4,5,4
20,1,5,5,4,4
18,1,5,5,5,4
36,1,4,3,4,2
39,1,5,4,4,3
21,1,2,2,5,2
62,0,5,4,4,1
20,1,5,5,4,4
40,1,5,4,4,3
19,1,5,4,4,0
35,1,5,5,5,4
26,1,5,3,4,0
34,1,5,5,4,4
25,1,5,5,5,4
24,1,5,4,4,0
28,1,5,4,4,0
24,1,5,4,4,0
22,1,5,4,5,4
21,1,5,3,4,0
25,1,5,5,4,4
38,1,5,5,5,4
14,1,5,5,4,4
29,1,5,5,5,4
22,1,4,2,3,2
25,1,5,4,4,0
24,1,5,3,4,0
23,1,5,4,4,0
25,1,5,5,5,4
30,1,5,5,4,4
26,0,5,5,5,1
28,1,5,5,4,4
14,1,5,4,4,0
26,1,5,3,4,0
17,1,5,5,4,4
29,1,5,5,5,4
21,1,5,2,5,0
22,1,5,4,3,0
21,1,4,4,3,0
23,1,5,3,4,0
50,0,5,3,5,1
21,0,3,4,4,1
38,1,4,3,4,2
34,1,5,4,4,0
32,1,5,5,5,4
32,1,4,3,4,2
19,1,5,4,4,0
50,0,5,4,4,1
23,1,4,3,4,2
24,1,5,4,5,4
26,1,5,5,5,4
28,1,5,5,5,4
21,1,5,4,4,0
21,1,5,4,4,0
47,0,5,4,4,1
26,1,3,2,4,2
22,1,5,3,5,0
60,1,5,4,5,3
18,1,5,3,3,0
14,1,3,3,4,2
60,0,4,5,5,1
21,0,5,4,4,1
19,1,5,4,5,4
16,1,5,5,5,4
22,1,5,4,4,0
26,1,4,4,4,0
57,1,5,5,5,3
33,1,5,4,5,4
35,1,4,4,4,0
29,1,5,3,3,0
32,1,5,5,5,4
50,1,5,5,5,3
37,1,5,5,5,4
20,1,5,4,5,4
29,1,5,4,5,4
20,1,5,3,4,0
56,1,4,4,4,3
39,1,5,4,4,3
26,1,5,3,4,0
27,1,5,5,4,4
26,1,5,5,5,4
35,1,5,4,4,0
18,1,5,4,4,0
17,1,3,2,4,2
15,1,5,3,5,0
38,1,5,5,5,4
16,1,5,2,4,0
32,1,4,4,4,0
32,1,5,5,5,4
31,1,3,3,3,2
40,1,5,5,5,4
24,1,5,5,5,4
20,1,4,2,3,2
23,1,3,2,3,2
26,1,5,3,2,0
26,1,5,5,4,4
23,1,3,3,5,2
28,1,5,5,4,4
25,1,2,1,2,2
23,1,5,4,5,4
72,1,3,3,2,2
29,0,5,4,5,1
29,0,5,5,5,1
26,1,5,5,4,4
49,1,5,5,4,3
17,0,5,5,5,1
28,1,4,3,4,2
27,1,5,4,4,0
23,1,5,4,5,4
42,1,5,4,5,3
56,1,4,3,4,3
19,1,5,3,5,0
39,1,3,3,4,2
36,0,5,4,4,1
23,1,5,4,3,0
24,1,4,4,4,0
21,1,5,5,5,4
34,0,5,4,5,1
22,1,5,4,5,4
25,1,4,2,3,2
22,1,5,3,4,0
24,1,5,5,4,4
34,1,5,5,5,4
30,1,5,4,4,0
25,0,5,4,4,1
60,1,5,4,5,3
29,1,5,4,5,4
31,1,5,5,5,4
38,1,5,5,4,3
22,0,5,4,4,1
18,1,5,5,5,4
30,1,4,3,4,2
27,1,5,4,4,0
25,1,4,2,4,2
32,1,5,5,5,4
28,1,5,3,3,0
27,1,4,4,4,0
25,1,5,3,4,0
22,1,5,4,4,0
30,0,5,4,4,1
46,1,2,3,4,2
21,1,3,1,4,2
29,1,5,4,4,0
37,1,5,4,4,0
27,1,5,4,4,0
28,1,5,4,4,0
23,1,5,4,3,0
48,1,5,5,5,3
25,1,4,4,4,0
23,1,5,4,4,0
38,1,5,5,5,4
39,1,5,5,3,0
57,1,5,4,5,3
25,1,4,3,4,2
26,1,4,2,5,2
38,1,5,5,5,4
24,1,5,4,4,0
25,1,4,4,5,4
21,1,5,5,4,4
25,1,5,5,5,4
35,1,5,4,5,4
22,1,5,5,5,4
31,1,5,4,5,4
21,1,5,4,5,4
28,1,5,5,5,4
22,1,5,3,5,0
29,1,5,4,4,0
28,1,4,1,3,2
26,1,5,4,5,4
22,0,5,4,3,1
38,1,5,4,4,3
27,0,5,4,4,1
22,1,4,4,4,0
35,0,5,5,5,1
32,1,5,4,5,4
23,1,3,3,2,2
29,1,5,5,5,4
30,1,5,5,5,4
35,1,5,4,3,0
25,1,5,3,5,0
39,1,5,5,5,4
23,1,5,5,5,4
22,0,5,4,4,1
22,1,4,2,3,2
19,0,5,4,4,1
24,1,5,5,5,4
57,1,4,3,4,3
27,1,5,2,4,0
30,1,5,5,5,4
31,1,5,5,5,4
30,1,5,4,4,0
30,1,5,3,4,0
32,1,4,4,5,4
19,0,5,4,5,1
18,1,5,5,5,4
43,1,5,3,5,3
35,1,5,5,5,4
21,1,5,5,5,4
25,1,5,4,3,0
31,1,5,4,4,0
21,0,4,4,4,1
27,1,5,4,5,4
17,1,5,5,5,4
26,1,5,4,5,4
30,1,5,4,4,0
18,1,5,2,4,0
21,1,5,4,4,0
28,1,5,4,4,0
59,1,4,3,3,3
37,1,4,4,4,3
28,1,5,5,5,4
27,1,5,5,5,4
23,1,5,4,4,0
67,1,5,5,4,3
38,1,4,2,3,2
21,1,4,2,4,2
35,1,5,4,5,4
30,1,5,4,4,0
27,0,5,5,4,1
19,0,5,5,4,1
58,1,5,5,5,3
63,1,5,5,5,3
29,1,5,4,4,0
23,1,4,3,4,2
59,1,5,4,4,3
23,1,5,4,4,0
21,1,5,4,4,0
15,1,5,5,4,4
32,1,5,4,3,0
33,1,5,5,5,4
19,1,5,4,4,0
27,1,5,4,5,4
26,1,5,4,4,0
22,1,5,5,5,4
18,1,4,4,4,0
39,1,5,4,4,3
22,1,5,3,4,0
25,1,5,5,5,4
30,1,5,4,4,0
20,1,5,5,5,4
29,1,5,5,5,4
24,1,5,4,4,0
34,1,3,3,4,2
28,1,4,4,4,0
32,1,5,4,4,0
29,1,5,4,5,4
29,1,4,3,4,2
24,1,5,4,4,0
31,1,5,4,4,0
23,1,5,5,5,4
27,1,5,4,5,4
39,1,5,5,4,3
28,1,4,3,3,2
29,1,5,3,5,0
24,1,5,5,4,4
30,1,5,5,5,4
29,1,5,4,4,0
23,1,5,5,5,4
40,1,5,4,5,3
27,1,5,4,4,0
34,1,5,3,4,0
28,0,5,5,5,1
21,1,5,4,4,0
16,1,3,2,2,2
18,1,5,4,4,0
24,1,5,4,4,0
22,1,5,3,4,0
27,1,5,4,5,4
27,1,5,4,4,0
15,1,5,4,3,0
31,1,3,3,4,2
40,1,5,3,4,0
32,1,5,4,5,4
25,1,3,4,4,2
27,0,1,3,5,2
38,1,5,5,5,4
28,1,5,4,4,0
19,1,5,5,4,4
33,1,4,3,4,2
19,0,5,5,4,1
20,1,5,3,4,0
24,1,5,4,4,0
25,1,5,5,5,4
22,1,5,3,4,0
24,1,4,4,4,0
29,1,5,3,3,0
31,1,5,4,3,0
36,1,5,4,5,4
41,0,5,5,5,1
