Age,Gender,ImpComercial,ImpSomeonesHouse,ImpWhenCook,Cluster
22,1,5,3,4,0
32,1,5,4,4,0
38,1,5,4,5,3
27,1,5,4,4,0
24,1,5,4,4,0
40,1,5,4,5,3
23,1,5,5,5,4
26,1,5,5,5,4
44,1,5,5,5,3
32,1,5,4,3,0
40,1,5,5,5,4
49,0,5,5,5,1
56,0,5,5,5,1
46,1,5,5,4,3
29,0,5,5,5,1
37,0,5,4,4,1
22,1,4,4,5,4
46,1,5,5,5,3
20,1,5,4,5,4
26,1,5,4,4,0
47,1,4,4,5,3
32,1,5,4,4,0
22,1,5,5,4,4
29,1,4,3,4,2
31,1,5,5,5,4
26,1,4,4,4,0
28,1,4,3,5,2
29,1,5,5,5,4
19,1,5,4,5,4
26,1,5,3,3,0
44,1,4,3,3,2
23,1,5,4,4,0
28,1,5,3,3,0
23,1,5,3,4,0
32,1,5,4,5,4
27,1,5,4,4,0
35,1,4,4,5,4
45,1,4,5,5,3
17,1,3,5,4,2
17,1,5,5,5,4
37,1,3,3,3,2
31,1,5,4,5,4
33,1,5,5,4,4
45,1,5,4,3,3
25,1,5,5,5,4
37,1,5,5,5,4
46,0,5,5,5,1
20,0,5,4,4,1
26,1,5,4,4,0
37,1,5,4,5,4
20,1,4,4,4,0
25,0,5,5,5,1
30,1,5,3,3,0
28,1,4,3,5,2
20,1,5,5,4,4
20,1,4,3,3,2
20,1,5,5,5,4
25,1,5,4,4,0
27,0,5,4,4,1
29,1,5,4,5,4
29,1,5,5,5,4
35,1,5,4,4,0
51,0,4,3,3,1
24,1,4,3,3,2
26,1,5,5,5,4
35,1,5,5,5,4
31,1,4,4,4,0
23,1,4,3,4,2
23,1,5,4,5,4
32,1,3,2,4,2
25,1,4,4,4,0
22,1,5,2,2,0
27,1,5,5,5,4
24,1,3,2,2,2
24,0,5,5,5,1
28,1,4,4,5,4
24,1,5,4,5,4
29,1,5,4,4,0
40,1,4,3,4,2
17,0,5,5,5,1
36,1,5,4,5,4
21,1,5,5,5,4
16,1,5,2,2,0
19,1,5,3,4,0
27,1,5,5,5,4
24,1,5,4,5,4
26,1,5,3,4,0
21,1,5,5,4,4
22,1,4,3,4,2
28,1,5,4,3,0
30,1,5,4,4,0
20,1,5,5,5,4
50,1,5,5,5,3
27,1,5,5,4,4
29,1,5,5,5,4
24,1,5,4,4,0
22,1,4,4,3,0
30,1,5,4,4,0
22,1,5,4,5,4
20,1,5,4,3,0
26,1,5,4,4,0
33,0,5,4,4,1
24,1,3,3,3,2
43,1,5,4,4,3
24,1,5,3,4,0
29,1,4,3,3,2
22,1,5,4,4,0
23,1,5,4,5,4
20,1,4,4,4,0
35,1,5,3,4,0
30,1,3,4,4,2
32,1,5,4,5,4
23,1,5,3,3,0
25,1,5,4,4,0
18,1,5,3,4,0
19,1,5,4,4,0
27,1,5,4,4,0
32,1,5,3,4,0
33,1,5,5,5,4
37,0,5,4,5,1
25,1,3,2,4,2
19,1,5,5,5,4
30,1,4,4,2,2
25,1,5,4,3,0
34,0,4,3,4,1
37,1,4,3,4,2
41,1,5,5,5,3
36,0,4,3,3,1
28,1,3,3,4,2
22,1,4,3,4,2
26,1,5,4,4,0
33,1,5,5,5,4
36,1,5,4,5,4
34,1,5,5,5,4
29,1,5,5,4,4
27,1,5,2,4,0
25,1,5,4,4,0
22,1,5,4,4,0
37,1,5,5,5,4
24,1,5,5,4,4
31,1,5,5,5,4
34,1,5,4,5,4
23,1,5,5,4,4
15,1,5,4,4,0
27,1,5,4,4,0
21,1,5,4,4,0
16,1,5,4,4,0
26,1,5,5,4,4
36,1,5,4,4,0
26,1,5,5,5,4
38,1,4,3,3,2
30,1,4,3,4,2
62,0,5,5,5,1
38,0,5,5,4,1
26,1,5,4,4,0
32,0,5,5,5,1
22,1,5,5,5,4
65,0,5,5,4,1
15,1,2,1,3,2
50,0,5,5,5,1
35,1,5,5,5,4
17,1,5,4,4,0
20,1,5,5,5,4
20,1,5,3,4,0
25,1,5,5,5,4
30,1,5,5,5,4
13,1,5,5,5,4
28,0,5,4,4,1
46,1,5,3,3,0
23,1,4,3,4,2
28,1,5,3,5,0
34,1,5,3,4,0
26,1,4,3,4,2
37,1,5,4,5,4
26,1,5,4,5,4
29,1,5,4,4,0
30,1,4,4,5,4
23,1,4,4,4,0
24,0,5,4,4,1
34,1,5,5,4,4
22,1,5,4,4,0
30,1,5,5,5,4
28,1,5,3,4,0
27,1,5,3,2,0
49,1,5,4,4,3
28,1,5,3,3,0
20,1,5,5,3,0
20,1,5,4,3,0
18,1,4,3,3,2
17,1,4,3,4,2
24,1,5,5,5,4
66,1,5,3,3,3
29,1,5,5,5,4
32,1,5,4,4,0
43,1,5,3,5,3
28,1,5,5,5,4
25,1,3,4,5,2
16,1,5,4,5,4
14,0,5,4,5,1
25,1,5,5,4,4
32,1,5,5,5,4
36,1,5,4,5,4
49,0,5,5,5,1
20,1,4,3,3,2
29,1,5,4,4,0
18,1,5,3,3,0
16,1,5,5,4,4
43,0,5,5,5,1
38,1,4,3,4,2
23,1,4,4,4,0
22,1,5,4,3,0
31,1,5,3,3,0
41,1,5,5,5,3
34,1,5,4,5,4
21,1,4,3,3,2
22,1,5,3,4,0
18,1,5,4,3,0
16,1,4,2,3,2
19,1,5,5,4,4
46,0,5,4,4,1
22,0,5,4,4,1
33,1,5,4,3,0
20,1,4,3,4,2
50,0,5,5,5,1
22,1,3,3,3,2
31,1,5,4,4,0
21,1,5,4,4,0
25,1,4,3,4,2
20,1,5,5,5,4
51,1,4,4,4,3
40,1,5,5,5,4
31,1,5,4,5,4
27,1,5,3,4,0
23,1,5,3,4,0
23,1,4,4,5,4
37,1,4,4,5,3
39,1,5,4,5,3
31,1,5,4,5,4
20,1,5,5,5,4
21,1,5,5,4,4
23,1,5,3,5,0
46,1,4,4,5,3
25,0,5,4,4,1
34,1,4,4,3,0
22,1,5,5,5,4
22,1,5,4,4,0
33,1,5,4,5,4
29,1,4,3,4,2
19,1,5,4,5,4
25,1,5,4,4,0
52,0,5,5,5,1
39,0,5,4,4,1
38,1,5,3,4,0
28,0,5,5,5,1
25,1,5,5,5,4
16,0,4,3,4,1
68,1,5,5,5,3
24,1,5,5,5,4
21,1,5,4,4,0
27,0,5,3,4,1
39,1,5,5,5,4
36,1,5,4,5,4
21,0,5,5,4,1
32,1,3,1,4,2
24,1,4,4,4,0
40,1,4,4,5,3
31,1,5,2,3,0
26,1,5,4,4,0
14,1,5,4,3,0
25,1,5,5,5,4
40,1,4,3,4,2
35,1,4,4,4,0
23,1,5,5,5,4
18,1,5,5,5,4
42,1,5,3,5,3
61,0,1,3,4,2
43,1,3,2,4,2
25,1,5,4,5,4
61,0,1,3,4,2
64,0,4,1,4,3
30,1,5,4,4,0
33,1,5,4,4,0
45,1,5,5,4,3
23,1,5,4,4,0
29,1,5,5,4,4
37,1,4,4,4,3
20,1,3,4,3,2
34,1,4,3,4,2
35,1,5,4,5,4
23,1,4,5,5,4
32,1,5,5,5,4
35,1,5,4,4,0
43,1,5,4,4,3
40,1,5,4,5,3
30,0,5,4,4,1
21,0,5,4,4,1
39,1,4,3,4,2
24,1,5,4,4,0
25,1,5,4,4,0
24,1,5,4,5,4
47,1,4,4,4,3
26,1,5,5,5,4
32,1,5,5,5,4
19,0,5,4,4,1
21,1,5,4,4,0
25,1,4,3,3,2
33,1,5,4,4,0
18,1,5,4,4,0
29,1,5,5,5,4
38,1,5,4,4,3
26,1,5,5,5,4
25,1,5,5,4,4
24,1,4,3,5,2
20,1,5,5,4,4
61,1,5,4,4,3
21,1,5,5,5,4
30,1,5,4,5,4
23,1,5,5,4,4
26,1,5,5,5,4
39,1,5,3,4,0
23,1,5,4,4,0
30,0,5,4,3,1
21,1,4,4,4,0
37,1,5,3,5,3
49,1,5,5,4,3
31,1,5,4,5,4
50,1,2,3,4,2
37,1,5,4,4,0
15,1,5,4,4,0
27,1,5,3,4,0
25,1,5,5,5,4
29,1,5,2,4,0
29,1,5,5,5,4
30,1,5,4,5,4
31,0,5,4,4,1
17,1,5,5,5,4
20,1,5,1,5,0
23,1,4,4,5,4
26,0,5,4,4,1
25,0,5,4,4,1
32,1,5,3,4,0
38,1,5,3,4,0
32,1,5,3,4,0
47,1,5,4,4,3
24,1,4,3,3,2
24,1,4,3,4,2
47,0,5,5,5,1
31,1,5,5,5,4
30,1,3,1,5,2
25,1,5,5,5,4
22,1,2,2,3,2
21,1,4,4,4,0
28,1,5,4,5,4
38,1,4,1,5,2
17,1,4,3,4,2
19,1,5,4,4,0
22,1,5,5,5,4
31,1,5,4,4,0
23,1,5,3,4,0
22,1,5,2,2,0
20,1,5,5,5,4
54,1,5,4,5,3
19,1,5,3,3,0
33,0,5,5,4,1
27,1,5,4,4,0
25,1,5,4,4,0
32,1,5,5,5,4
25,1,5,4,4,0
45,1,5,4,4,3
24,1,5,5,5,4
31,1,5,5,5,4
29,1,5,4,3,0
20,1,5,5,4,4
25,1,5,4,4,0
26,1,5,5,5,4
26,1,5,4,5,4
22,1,5,5,5,4
45,1,5,5,5,3
29,1,5,4,5,4
34,1,4,4,4,0
37,0,5,3,4,1
23,1,5,4,4,0
29,1,5,2,5,0
27,1,4,2,2,2
25,1,4,3,4,2
31,1,5,4,4,0
30,1,4,4,4,0
26,1,2,1,3,2
23,0,4,4,5,1
31,1,5,4,5,4
29,0,5,4,5,1
22,0,5,4,5,1
24,1,5,3,3,0
37,1,4,4,4,3
46,1,4,4,4,3
36,0,4,4,5,1
24,1,5,4,4,0
33,1,5,5,4,4
17,1,5,3,4,0
18,1,3,3,4,2
51,1,5,5,5,3
25,1,4,4,4,0
40,1,5,5,5,4
27,1,5,4,4,0
52,0,4,4,5,1
23,1,5,4,4,0
39,1,5,5,4,3
19,1,4,2,3,2
27,1,5,3,4,0
24,1,5,5,5,4
55,1,5,5,5,3
25,1,5,4,4,0
33,1,5,4,4,0
41,1,5,4,4,3
33,1,5,5,5,4
31,1,5,5,5,4
22,1,5,3,5,0
45,1,5,4,5,3
16,1,5,4,4,0
30,1,5,4,5,4
28,1,5,4,3,0
25,1,4,3,3,2
19,1,5,5,5,4
23,0,5,4,5,1
25,1,5,3,2,0
42,1,5,4,4,3
20,1,5,2,4,0
27,1,5,4,5,4
25,0,5,3,4,1
35,1,5,4,4,0
26,0,5,5,5,1
24,1,3,3,4,2
53,1,5,5,5,3
26,1,5,5,5,4
26,1,4,4,4,0
47,0,5,5,5,1
73,1,5,5,5,3
24,0,5,5,4,1
41,1,5,5,5,3
34,1,5,4,4,0
31,1,5,4,5,4
31,1,4,4,5,4
45,1,5,5,5,3
20,1,5,4,4,0
21,1,5,4,4,0
18,0,5,5,5,1
24,1,4,3,4,2
21,1,5,3,4,0
24,1,4,4,4,0
36,1,5,3,5,3
30,1,5,5,5,4
25,1,4,3,4,2
25,1,5,4,4,0
52,1,5,4,3,3
37,0,5,5,4,1
28,1,5,4,5,4
22,1,5,4,4,0
25,1,5,4,4,0
43,1,5,4,5,3
43,1,5,4,4,3
38,1,4,4,4,3
45,1,5,4,5,3
51,1,5,4,4,3
25,1,5,5,5,4
23,1,5,4,3,0
34,1,5,5,5,4
29,1,5,5,5,4
24,1,5,4,4,0
43,1,5,5,5,3
31,1,5,5,5,4
60,1,5,5,5,3
22,0,5,4,4,1
39,1,5,5,5,4
26,1,5,5,5,4
27,1,4,3,3,2
24,1,4,4,4,0
36,0,5,4,4,1
29,1,5,3,3,0
28,1,3,3,2,2
19,1,5,5,4,4
32,1,5,4,5,4
29,1,4,2,3,2
26,1,5,5,4,4
16,1,4,3,3,2
36,1,5,5,5,4
23,1,4,3,3,2
27,1,5,5,4,4
27,1,5,5,5,4
22,1,5,4,5,4
23,1,5,5,5,4
26,1,5,5,4,4
43,1,5,5,5,3
17,1,5,3,5,0
20,1,4,2,2,2
23,1,5,5,4,4
56,1,4,4,4,3
17,0,5,4,4,1
12,1,3,2,4,2
30,1,5,4,4,0
26,1,5,5,5,4
17,1,5,5,4,4
24,1,5,5,5,4
25,1,5,5,5,4
18,1,5,5,3,0
29,1,4,3,4,2
22,1,5,5,5,4
18,0,5,3,4,1
33,0,5,5,5,1
29,1,5,5,4,4
19,0,5,4,4,1
26,1,5,4,4,0
28,1,5,5,5,4
23,0,4,3,3,1
47,1,5,5,5,3
26,1,5,5,5,4
31,1,5,4,4,0
57,0,5,4,4,1
22,1,4,2,4,2
28,1,4,4,5,4
31,1,5,4,5,4
32,1,5,5,5,4
37,1,5,5,5,4
59,1,4,4,4,3
34,0,5,5,5,1
27,1,4,4,4,0
23,1,5,4,4,0
32,1,5,2,3,0
22,1,5,4,4,0
34,1,4,4,5,4
19,0,4,4,5,1
23,1,5,4,4,0
42,1,5,5,5,3
21,0,5,3,4,1
20,0,5,5,4,1
36,1,5,4,4,0
22,1,5,5,5,4
37,1,5,3,4,0
19,1,5,4,5,4
18,1,4,3,4,2
43,1,5,3,5,3
19,1,3,1,2,2
20,1,5,5,5,4
20,1,5,3,3,0
20,1,5,4,3,0
25,1,5,4,5,4
30,1,4,1,2,2
29,1,5,5,2,0
74,1,5,3,4,3
28,1,5,4,5,4
38,1,4,3,4,2
22,1,5,4,4,0
39,1,5,4,5,3
39,1,4,4,4,3
31,1,5,4,4,0
21,1,5,4,4,0
29,1,5,3,3,0
21,1,5,5,4,4
29,1,5,3,3,0
22,0,5,5,5,1
33,1,5,4,4,0
27,0,5,3,4,1
24,1,5,2,5,0
26,1,5,4,5,4
26,1,4,3,3,2
24,1,4,4,4,0
16,1,5,3,4,0
22,1,3,4,4,2
23,1,5,4,5,4
22,1,3,2,3,2
44,1,5,4,5,3
38,1,5,4,4,3
28,0,5,4,4,1
20,1,5,5,5,4
27,1,4,2,4,2
16,1,4,3,4,2
36,1,5,4,4,0
31,1,5,5,5,4
31,1,4,3,4,2
43,1,3,4,4,2
22,1,5,4,3,0
57,1,5,5,5,3
23,1,5,5,5,4
25,1,5,4,2,0
23,0,5,4,4,1
27,1,5,3,4,0
24,1,5,5,5,4
21,1,5,5,4,4
22,1,5,4,5,4
46,1,4,2,5,3
25,0,5,4,4,1
31,1,3,2,3,2
28,1,5,5,5,4
21,1,5,5,5,4
26,1,5,4,4,0
16,1,4,3,4,2
23,1,5,3,4,0
24,1,3,3,4,2
19,1,3,3,4,2
26,1,4,3,3,2
20,1,5,5,5,4
28,1,5,4,5,4
39,0,5,3,4,1
20,1,4,4,5,4
30,1,5,4,4,0
22,1,4,3,4,2
35,1,5,3,5,3
26,1,5,4,5,4
18,0,5,5,5,1
32,1,5,4,5,4
40,1,5,5,5,4
26,1,1,3,4,2
33,1,5,5,5,4
27,1,5,4,4,0
20,1,4,2,4,2
47,0,3,2,3,2
20,1,5,3,4,0
20,1,5,5,4,4
22,1,5,4,4,0
26,1,5,5,5,4
31,1,5,5,4,4
22,1,5,4,5,4
29,1,4,4,4,0
22,1,5,4,4,0
28,1,4,3,4,2
21,1,5,5,5,4
20,1,5,5,5,4
23,1,5,3,3,0
40,1,5,5,5,4
29,1,5,5,5,4
24,1,5,4,4,0
23,1,5,4,4,0
21,1,5,4,4,0
27,1,5,4,5,4
20,1,3,5,4,2
52,1,4,4,4,3
39,1,4,2,3,2
52,1,5,4,5,3
32,1,5,4,4,0
22,1,5,5,5,4
17,1,5,4,4,0
25,1,4,3,4,2
32,1,5,3,5,0
29,0,4,4,4,1
29,1,5,4,4,0
26,1,5,5,5,4
26,1,5,4,4,0
26,1,5,5,5,4
33,1,5,4,5,4
22,1,5,5,3,0
23,1,5,5,5,4
23,1,5,5,5,4
23,1,5,5,3,0
28,1,5,5,5,4
29,1,3,3,4,2
19,0,5,4,4,1
28,1,5,4,4,0
23,1,5,5,5,4
25,1,5,4,4,0
31,1,5,4,4,0
35,1,5,4,4,0
25,1,5,4,4,0
31,1,3,2,2,2
23,1,4,3,3,2
25,1,5,5,4,4
32,1,5,4,5,4
23,1,4,3,2,2
50,1,5,4,4,3
34,1,5,4,5,4
55,1,4,4,5,3
28,1,5,4,4,0
25,1,5,5,4,4
34,1,5,4,4,0
45,0,5,4,5,1
26,1,4,3,3,2
38,1,5,5,5,4
23,1,5,5,5,4
32,1,4,3,3,2
44,1,5,5,5,3
16,0,5,5,5,1
36,1,4,3,4,2
22,1,5,3,5,0
59,1,4,4,4,3
63,1,5,5,5,3
35,1,5,5,5,4
26,1,5,5,4,4
41,1,5,3,5,3
23,1,5,5,5,4
28,1,4,4,4,0
23,1,4,4,4,0
32,1,5,3,3,0
26,1,5,4,4,0
26,1,4,3,3,2
27,0,5,3,4,1
54,1,5,2,5,3
19,1,5,5,4,4
23,1,4,3,4,2
19,1,5,5,5,4
26,1,5,5,5,4
18,1,5,5,5,4
23,1,5,5,3,0
28,1,5,3,3,0
21,1,5,2,3,0
31,1,5,5,5,4
20,1,5,5,5,4
22,1,5,4,5,4
22,1,5,5,5,4
36,1,5,4,4,0
34,1,5,4,5,4
71,1,5,5,5,3
20,1,5,2,4,0
31,1,5,5,4,4
23,1,5,4,2,0
19,1,5,4,3,0
25,0,5,4,5,1
17,1,3,3,4,2
21,1,5,5,4,4
27,0,5,5,5,1
32,1,3,2,3,2
20,1,5,4,4,0
32,1,4,4,5,4
39,1,5,4,4,3
22,1,3,2,3,2
22,1,3,2,3,2
23,1,5,3,5,0
31,1,4,3,4,2
23,1,2,1,3,2
44,1,3,3,5,2
18,1,5,5,4,4
23,1,5,4,5,4
29,1,5,5,5,4
21,0,5,5,4,1
16,1,5,2,4,0
25,1,4,3,3,2
28,1,5,5,5,4
33,1,5,4,5,4
38,1,5,4,4,3
31,1,5,4,4,0
32,1,5,4,4,0
45,1,4,3,4,3
24,1,5,5,5,4
38,1,5,4,5,3
52,1,5,4,5,3
34,1,3,2,2,2
36,1,5,5,5,4
42,1,5,4,4,3
27,0,4,4,4,1
24,1,5,3,4,0
29,0,5,4,5,1
25,1,5,4,4,0
62,0,5,4,5,1
29,1,4,3,4,2
37,1,5,5,5,4
59,1,4,4,5,3
22,1,4,4,3,0
51,0,5,5,5,1
27,1,4,3,3,2
25,1,4,4,4,0
20,1,5,3,4,0
27,1,4,4,4,0
24,1,5,5,4,4
26,1,5,5,5,4
37,1,5,5,5,4
31,1,5,4,4,0
30,1,5,5,5,4
49,0,5,4,4,1
29,1,5,5,5,4
34,0,5,4,5,1
39,0,5,4,5,1
26,1,5,5,5,4
59,0,5,5,4,1
26,0,5,4,5,1
54,1,5,5,5,3
22,1,4,4,5,4
56,0,5,5,5,1
49,0,4,2,3,1
28,1,4,4,4,0
22,1,5,5,5,4
30,1,5,5,5,4
34,1,5,5,4,4
37,1,5,4,4,0
24,1,3,3,4,2
28,0,5,5,4,1
24,1,5,4,5,4
32,1,5,5,3,0
24,1,2,2,3,2
15,0,5,3,5,1
27,1,4,4,4,0
24,1,5,5,5,4
28,0,5,2,3,1
34,1,5,4,4,0
25,1,5,5,4,4
22,1,4,3,4,2
26,1,4,2,4,2
22,1,5,4,4,0
18,1,4,4,3,0
30,1,5,4,4,0
35,1,4,3,3,2
24,1,5,5,5,4
22,1,5,4,4,0
28,0,5,5,5,1
29,1,4,4,4,0
46,1,5,3,4,3
25,1,5,5,4,4
26,1,5,5,5,4
45,0,5,4,4,1
21,1,5,3,3,0
24,0,4,3,5,1
29,1,5,4,4,0
25,1,5,4,5,4
30,1,5,5,5,4
23,1,5,5,4,4
25,1,5,4,4,0
24,1,5,4,5,4
24,1,5,4,5,4
14,1,4,5,5,4
31,1,5,4,5,4
22,1,5,5,4,4
23,1,4,3,4,2
28,1,5,5,4,4
29,1,4,4,4,0
33,1,5,4,4,0
36,1,4,4,4,0
24,1,5,4,4,0
18,1,5,5,5,4
44,1,5,5,5,3
27,1,3,3,4,2
67,1,5,5,5,3
26,1,5,5,4,4
44,1,5,5,5,3
47,1,5,4,4,3
22,1,5,4,5,4
30,0,4,4,3,1
36,1,5,5,5,4
23,1,5,4,4,0
32,1,5,4,4,0
31,1,5,4,4,0
26,1,5,5,5,4
52,1,5,2,4,3
26,1,5,4,4,0
49,1,5,4,4,3
42,1,4,3,4,2
23,1,5,3,2,0
29,1,5,2,5,0
24,0,5,4,4,1
